SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,73 Melrose Ave,Irvington Twp.,NJ,07111-2705,185000,4,1.5,Irvington Twp.,,3484,1925,1,,,Active,,,http://www.redfin.com/NJ/Irvington/73-Melrose-Ave-07111/home/36170024,GSMLS,3695187,N,Y,40.7375005,-74.225063
MLS Listing,,Multi-Family (2-4 Unit),65 S 7th St,Newark City,NJ,07107-3747,300000,8,3,Newark City,3250,2613,1910,1,92,,Active,,,http://www.redfin.com/NJ/Newark/65-S-7th-St-07107/home/36258812,GSMLS,3695138,N,Y,40.7469424,-74.1947319
MLS Listing,,Vacant Land,258 S 19th St,Newark City,NJ,07103-1321,42500,,,Newark City,,1742,,1,,,Active,,,http://www.redfin.com/NJ/Newark/258-S-19th-St-07103/home/36257759,GSMLS,3695101,N,Y,40.7480215,-74.2056084
MLS Listing,,Multi-Family (2-4 Unit),231 Sunset Ave,Newark,NJ,7106,399000,4,3,Newark,,,,1,,,Active,,,http://www.redfin.com/NJ/Newark/229-231-Sunset-Ave-07106/home/174594169,NJMLS,21007196,N,Y,40.738305,-74.229257
MLS Listing,,Multi-Family (2-4 Unit),91 N 14th St,East Orange,NJ,7017,299000,6,2,East Orange,,2496,,1,,,Active,,,http://www.redfin.com/NJ/East-Orange/91-N-14th-St-07017/home/36142725,NJMLS,21007164,N,Y,40.7586659,-74.1957026
MLS Listing,,Multi-Family (2-4 Unit),177 N 11th St,Newark City,NJ,07107-1223,499999,7,3,Newark City,2859,2613,1915,1,175,,Active,,,http://www.redfin.com/NJ/Newark/177-N-11th-St-07107/home/36263166,GSMLS,3695043,N,Y,40.7612806,-74.1907954
MLS Listing,,Multi-Family (2-4 Unit),540 S 10th St,Newark City,NJ,07103-1827,125000,6,2,Newark City,1314,6534,,1,95,,Active,,,http://www.redfin.com/NJ/Newark/540-S-10th-St-07103/home/36235507,GSMLS,3695039,N,Y,40.7337804,-74.2027527
MLS Listing,,Multi-Family (2-4 Unit),102 Chapel St,Newark,NJ,7105,349000,5,2,Newark,,2500,,1,,,Active,,,http://www.redfin.com/NJ/Newark/102-Chapel-St-07105/home/36270608,NJMLS,21007142,N,Y,40.7360574,-74.1397548
MLS Listing,,Multi-Family (2-4 Unit),8 Vincent St,Newark,NJ,7105,480000,5,2.5,Newark,,2235,,1,,,Active,,,http://www.redfin.com/NJ/Newark/8-Vincent-St-07105/home/36270323,NJMLS,21007141,N,Y,40.7319562,-74.1377821
MLS Listing,,Multi-Family (2-4 Unit),30-32 Avon Ave,Newark City,NJ,07108-2802,625000,8,5,Newark City,,3920,2007,1,,,Active,,,http://www.redfin.com/NJ/Newark/30-32-Avon-Ave-07108/home/36065719,GSMLS,3695016,N,Y,40.7233217,-74.189431
MLS Listing,,Condo/Co-op,111 Mulberry St 4J Unit 4-J,Newark City,NJ,7102,250000,2,1,Renaissance Tower,1097,81021,1988,1,228,479,Active,,,http://www.redfin.com/NJ/Newark/111-Mulberry-St-07102/unit-4J/home/145853213,GSMLS,3695014,N,Y,40.7355969,-74.1701905
MLS Listing,,Single Family Residential,22 Vaughan Dr Unit 2F2,Newark,NJ,7103,339900,3,1.5,Newark,1346,307311,1990,1,253,350,Pre On-Market,March-6-2021 01:00 PM,March-6-2021 03:00 PM,http://www.redfin.com/NJ/Newark/22-Vaughan-Dr-07103/unit-2F2/home/174588812,CJMLS,2113055R,N,Y,40.7394786,-74.1838581
MLS Listing,,Single Family Residential,132 Broadway,Newark City,NJ,07104-3841,369000,4,3,Newark City,2097,1742,1855,1,176,,Active,March-7-2021 02:00 PM,March-7-2021 04:00 PM,http://www.redfin.com/NJ/Newark/132-Broadway-07104/home/36239202,GSMLS,3694974,N,Y,40.7548655,-74.1705179
MLS Listing,,Multi-Family (2-4 Unit),173 BROOKWOOD St,East Orange City,NJ,07018-2317,379900,7,2.5,East Orange City,,3920,,1,,,Active,,,http://www.redfin.com/NJ/East-Orange/173-Brookwood-St-07018/home/36149958,GSMLS,3694867,N,Y,40.7469711,-74.2259342
MLS Listing,,Multi-Family (2-4 Unit),33 N 7th St,Newark,NJ,7107,545000,7,5,Newark,,,,2,,,Active,,,http://www.redfin.com/NJ/Newark/33-N-7th-St-07107/home/36259948,NJMLS,21007008,N,Y,40.750528,-74.192281
MLS Listing,,Multi-Family (2-4 Unit),57 Davenport Ave,Newark,NJ,7107,399000,4,2.5,Newark,,2500,,2,,,Active,March-6-2021 12:00 PM,March-6-2021 02:00 PM,http://www.redfin.com/NJ/Newark/57-Davenport-Ave-07107/home/36247462,NJMLS,21007002,N,Y,40.7735287,-74.1812133
MLS Listing,,Multi-Family (2-4 Unit),205 Tremont Ave,East Orange,NJ,7018,250000,6,2,East Orange,,749,,2,,,Active,,,http://www.redfin.com/NJ/EAST-ORANGE/205-TREMONT-AVE-07018/home/36156593,NJMLS,21006989,N,Y,40.751213,-74.227007
MLS Listing,,Multi-Family (2-4 Unit),59 N 15th St,East Orange,NJ,7017,360000,9,3,East Orange,,2797,,2,,,Active,,,http://www.redfin.com/NJ/East-Orange/59-N-15th-St-07017/home/36142675,NJMLS,21006987,N,Y,40.7580523,-74.1971816
MLS Listing,,Multi-Family (2-4 Unit),32 Kossuth St #2,Newark City,NJ,07105-3314,905000,8,5,Newark City,198,3920,2008,2,4571,,Active,,,http://www.redfin.com/NJ/Newark/32-Kossuth-St-07105/unit-2/home/174576740,GSMLS,3694839,N,Y,40.7231934,-74.1491206
MLS Listing,,Townhouse,22 Vaughan Dr,Newark City,NJ,07103-3459,339900,3,1.5,Newark City,,307098,1990,2,,,Pre On-Market,March-6-2021 01:00 PM,March-6-2021 03:00 PM,http://www.redfin.com/NJ/Newark/22-Vaughan-Dr-07103/home/62164649,GSMLS,3694816,N,Y,40.7394786,-74.1838581
MLS Listing,,Single Family Residential,234 Broad St,Newark,NJ,7104,280000,3,3.5,Newark,,1790,1994,2,,,Active,,,http://www.redfin.com/NJ/Newark/234-Broad-St-07104/home/36237801,CJMLS,2113003R,N,Y,40.7538964,-74.1691011
MLS Listing,,Single Family Residential,61 Brill St,Newark City,NJ,07105-4020,299000,4,2,Ironbound,,2613,1897,2,,,Active,,,http://www.redfin.com/NJ/Newark/61-Brill-St-07105/home/36270650,GSMLS,3694718,N,Y,40.7315722,-74.1425417
MLS Listing,,Single Family Residential,72 Wakeman Ave,Newark City,NJ,07104-2805,325000,4,2.5,Newark City,,2613,1900,2,,,Active,,,http://www.redfin.com/NJ/Newark/72-Wakeman-Ave-07104/home/36242731,GSMLS,3694715,N,Y,40.7642819,-74.1680576
MLS Listing,,Condo/Co-op,236 Mill St,Belleville Twp.,NJ,07109-2425,195000,1,1,Belleville Twp.,,6969,1983,2,,125,Active,,,http://www.redfin.com/NJ/Belleville/236-Mill-St-07109/home/165642756,GSMLS,3694711,N,Y,40.7844086,-74.1597815
MLS Listing,,Multi-Family (2-4 Unit),908 Bergen St,Newark,NJ,7112,499000,11,4.5,Newark,,2500,,2,,,Active,,,http://www.redfin.com/NJ/Newark/908-Bergen-St-07112/home/36283141,NJMLS,21006891,N,Y,40.7127774,-74.2041065
MLS Listing,,Multi-Family (2-4 Unit),816 S 18th St,Newark,NJ,7108,400000,7,3,Newark,,3001,,2,,,Active,,,http://www.redfin.com/NJ/Newark/816-S-18th-St-07108/home/36273444,NJMLS,21006860,N,Y,40.7276048,-74.2131406
MLS Listing,,Multi-Family (2-4 Unit),96 Summer Ave,Newark,NJ,7104,529000,3,3,Newark,,2448,,2,,,Active,,,http://www.redfin.com/NJ/Newark/96-Summer-Ave-07104/home/36237979,NJMLS,21006859,N,Y,40.7539844,-74.1736534
MLS Listing,,Single Family Residential,624 Irvington Ave,Maplewood Twp.,NJ,07040-1643,399900,3,2.5,Maplewood Twp.,1700,3920,1956,2,235,,Active,,,http://www.redfin.com/NJ/Maplewood/624-Irvington-Ave-07040/home/36371363,GSMLS,3694642,N,Y,40.7337725,-74.2470716
MLS Listing,,Multi-Family (2-4 Unit),107 Bruen St,Newark,NJ,7105,395000,5,3,Newark,,2313,,2,,,Active,,,http://www.redfin.com/NJ/Newark/107-Bruen-St-07105/home/36234139,NJMLS,21006818,N,Y,40.7296642,-74.1679659
MLS Listing,,Multi-Family (2-4 Unit),206-208 Chancellor Ave,Newark,NJ,7112,319900,,,Newark,2880,4791,1940,2,111,,Active,,,http://www.redfin.com/NJ/Newark/206-Chancellor-Ave-07112/home/36289749,BRIGHT MLS,NJES100266,N,Y,40.7069621,-74.2174707
MLS Listing,,Multi-Family (2-4 Unit),926 S 20th St,Newark City,NJ,07108-1126,345000,5,3,Newark City,2700,3484,1983,3,128,,Active,,,http://www.redfin.com/NJ/Newark/926-S-20th-St-07108/home/36277370,GSMLS,3694561,N,Y,40.7243922,-74.2162302
MLS Listing,,Multi-Family (2-4 Unit),186 Munn Ave,Irvington Twp.,NJ,07111-2728,223900,10,3,Irvington Twp.,,3920,1926,4,,,Active,,,http://www.redfin.com/NJ/Irvington/186-Munn-Ave-07111/home/36169920,GSMLS,3694451,N,Y,40.738779,-74.2201107
MLS Listing,,Single Family Residential,475 20th St,Irvington,NJ,7111,329000,5,1.5,Irvington,,2496,,5,,,Active,,,http://www.redfin.com/NJ/Irvington/475-S-20th-St-07111/home/36174075,NJMLS,21006691,N,Y,40.740678,-74.2104808
MLS Listing,,Multi-Family (2-4 Unit),473 20th St,Irvington,NJ,7111,390000,6,2,Irvington,,2496,,5,,,Active,,,http://www.redfin.com/NJ/Irvington/473-S-20th-St-07111/home/36174076,NJMLS,21006689,N,Y,40.7407826,-74.210544
MLS Listing,,Multi-Family (2-4 Unit),98-100 N 9th St,Newark,NJ,7107,399900,7,4,Newark,,6499,,5,,,Active,,,http://www.redfin.com/NJ/Newark/98-N-9th-St-07107/home/148323206,NJMLS,21006681,N,Y,40.759088,-74.1913336
MLS Listing,,Multi-Family (2-4 Unit),313 7th Ave,Newark,NJ,7107,364900,5,3,Newark,,2500,,5,,,Active,,,http://www.redfin.com/NJ/Newark/313-7th-Ave-W-07107/home/36260113,NJMLS,21006669,N,Y,40.7538852,-74.1861747
MLS Listing,,Single Family Residential,75 Willoughby St,Newark City,NJ,07112-1537,300000,4,4,Newark City,,2613,1922,5,,,Active,,,http://www.redfin.com/NJ/Newark/75-Willoughby-St-07112/home/36280689,GSMLS,3694345,N,Y,40.7134148,-74.2167518
MLS Listing,,Single Family Residential,160 Mill St,Belleville Twp.,NJ,07109-2415,364999,4,2,Belleville Twp.,1752,3049,1892,5,208,,Active,,,http://www.redfin.com/NJ/Belleville/160-Mill-St-07109/home/36084159,GSMLS,3694342,N,Y,40.7829222,-74.1573604
MLS Listing,,Multi-Family (2-4 Unit),185 S 11th St,Newark City,NJ,07107-1409,349000,2,2,Newark City,,3049,1920,5,,,Active,,,http://www.redfin.com/NJ/Newark/185-S-11th-St-07107/home/36258711,GSMLS,3694289,N,Y,40.7479976,-74.1981906
MLS Listing,,Single Family Residential,29 Mead St,Newark City,NJ,07106-2506,399999,4,2.5,Newark City,2000,2613,1913,5,200,,Active,,,http://www.redfin.com/NJ/Newark/29-Mead-St-07106/home/36298527,GSMLS,3694287,N,Y,40.7418016,-74.2315856
MLS Listing,,Multi-Family (2-4 Unit),834 S 19th St,Newark,NJ,7108,515000,6,4.5,Newark,,2500,,5,,,Active,,,http://www.redfin.com/NJ/Newark/834-S-19th-St-07108/home/165628971,NJMLS,21006579,N,Y,40.727275,-74.2141369
MLS Listing,,Multi-Family (2-4 Unit),135 Fabyan Pl,Newark,NJ,7112,199000,4,2,Newark,,2500,,5,,,Active,,,http://www.redfin.com/NJ/Newark/135-Fabyan-Pl-07112/home/36281758,NJMLS,21006560,N,Y,40.7192024,-74.2188267
MLS Listing,,Multi-Family (2-4 Unit),186 Clinton Ave,Newark City,NJ,07108-2809,725000,9,3,Newark City,5044,3484,1900,5,144,,Pre On-Market,,,http://www.redfin.com/NJ/Newark/186-Clinton-Ave-07108/home/36077827,GSMLS,3694227,N,Y,40.7234349,-74.1856226
MLS Listing,,Multi-Family (2-4 Unit),174 Hollywood Ave,East Orange City,NJ,07018-3914,420000,5,3,East Orange City,999,3049,,6,420,,Active,,,http://www.redfin.com/NJ/East-Orange/174-Hollywood-Ave-07018/home/36142407,GSMLS,3694195,N,Y,40.7506792,-74.2043817
MLS Listing,,Multi-Family (2-4 Unit),122 22ND St,Irvington Twp.,NJ,07111-4422,405000,6,3.5,Irvington Twp.,29997,4791,1911,6,14,,Active,,,http://www.redfin.com/NJ/Irvington/122-22nd-St-07111/home/174541608,GSMLS,3694169,N,Y,40.7332836,-74.2147893
MLS Listing,,Multi-Family (2-4 Unit),281 Hunterdon St,Newark,NJ,7103,325000,7,2,Newark,,2500,,6,,,Active,,,http://www.redfin.com/NJ/Newark/281-Hunterdon-St-07103/home/36233856,NJMLS,21006472,N,Y,40.7349623,-74.1939255
MLS Listing,,Single Family Residential,76 Cutler St,Newark,NJ,7104,240000,3,1.5,Newark,,1529,,6,,,Active,,,http://www.redfin.com/NJ/Newark/76-Cutler-St-07104/home/36237943,NJMLS,21006466,N,Y,40.7539004,-74.175534
MLS Listing,,Multi-Family (2-4 Unit),38 N 6th St,Newark,NJ,7107,349900,6,3,Newark,,2500,,7,,,Active,,,http://www.redfin.com/NJ/Newark/38-N-6th-St-07107/home/36259728,NJMLS,21006330,N,Y,40.7498667,-74.1922286
MLS Listing,,Condo/Co-op,602 N 6th St Unit 8B,Newark City,NJ,07107-2504,129000,2,1,Newark City,780,871,1970,7,165,125,Active,,,http://www.redfin.com/NJ/Newark/602-N-6th-St-07107/unit-8B/home/36373676,GSMLS,3693894,N,Y,40.7698027,-74.1813798
MLS Listing,,Townhouse,13 Val Sumo Ln,Newark City,NJ,7105,439000,3,2.5,Newark City,,435,2006,7,,130,Active,,,http://www.redfin.com/NJ/Newark/13-Valsumo-Ln-07105/unit-A-7/home/36062050,GSMLS,3693884,N,Y,40.729992,-74.1496054
MLS Listing,,Single Family Residential,5 Greenwood Lake St,Newark City,NJ,07104-2438,199900,2,1,Newark City,,1742,1910,7,,,Active,,,http://www.redfin.com/NJ/Newark/5-Greenwood-Lake-St-07104/home/36251858,GSMLS,3693874,N,Y,40.782189,-74.1606612
MLS Listing,,Vacant Land,11 S 17th St,East Orange City,NJ,07018-3919,90000,,,East Orange City,,2613,,7,,,Active,,,http://www.redfin.com/NJ/East-Orange/11-S-17th-St-07018/home/108609494,GSMLS,3693836,N,Y,40.752432,-74.202034
MLS Listing,,Multi-Family (2-4 Unit),194 12th Ave,Newark,NJ,7107,800000,6,5,Newark,,2500,,7,,,Active,,,http://www.redfin.com/NJ/Newark/194-12th-Ave-07107/home/36258879,NJMLS,21006228,N,Y,40.744009,-74.196717
MLS Listing,,Multi-Family (2-4 Unit),760 S 17th St,Newark,NJ,7103,475000,9,5,Newark,,2500,,7,,,Active,,,http://www.redfin.com/NJ/Newark/760-S-17th-St-07103/home/36271867,NJMLS,21006223,N,Y,40.7293059,-74.2114897
MLS Listing,,Multi-Family (2-4 Unit),405 S 6th St,Newark City,NJ,07103-2203,525000,6,4.5,Newark City,,2613,2021,7,,,Active,,,http://www.redfin.com/NJ/Newark/405-S-6th-St-07103/home/174499086,GSMLS,3693750,N,Y,40.7336079,-74.199607
MLS Listing,,Multi-Family (2-4 Unit),98-100 Mount Vernon Pl,Newark City,NJ,07106-3308,339900,4,2,Ivy Hill,2000,4791,,7,170,,Active,,,http://www.redfin.com/NJ/Newark/98-Mt-Vernon-Pl-07106/home/36305546,GSMLS,3693722,N,Y,40.7365424,-74.2418746
MLS Listing,,Single Family Residential,82 Palm St,Newark,NJ,7106,220000,3,1.5,Newark,,2500,,8,,,Active,,,http://www.redfin.com/NJ/Newark/82-Palm-St-07106/home/36302616,NJMLS,21006181,N,Y,40.7491552,-74.2303018
MLS Listing,,Single Family Residential,88 N 16th St,East Orange City,NJ,07017-5213,389000,5,3,East Orange City,,2613,,8,,,Active,,,http://www.redfin.com/NJ/East-Orange/88-N-16th-St-07017/home/36143142,GSMLS,3693682,N,Y,40.7604037,-74.1963598
MLS Listing,,Single Family Residential,56 South St,Newark City,NJ,07102-3317,349000,5,3,Newark City,,2613,1882,8,,,Active,,,http://www.redfin.com/NJ/Newark/56-South-St-07102/home/36252027,GSMLS,3693667,N,Y,40.7242259,-74.1771966
MLS Listing,,Single Family Residential,35 Pine Grove Ter,Newark City,NJ,07106-1950,299000,4,2,Newark City,,2613,,8,,,Active,,,http://www.redfin.com/NJ/Newark/35-Pine-Grove-Ter-07106/home/36294279,GSMLS,3693647,N,Y,40.7440682,-74.2234086
MLS Listing,,Multi-Family (2-4 Unit),274 Williamson Ave,Hillside,NJ,7205,349900,5,2,Hillside,,3598,,8,,,Active,,,http://www.redfin.com/NJ/Hillside/274-Williamson-Ave-07205/home/37909463,NJMLS,21006127,N,Y,40.7059694,-74.2229422
MLS Listing,,Single Family Residential,439 S 9th St,Newark,NJ,7103,169900,2,1.5,Newark,,1080,,8,,,Active,,,http://www.redfin.com/NJ/Newark/439-S-9th-St-07103/home/36235259,NJMLS,21006126,N,Y,40.7361549,-74.2014123
MLS Listing,,Multi-Family (2-4 Unit),,Newark City,NJ,07107-1315,749000,8,4,,,3920,,8,,,Active,,,http://www.redfin.com/NJ/Newark/Undisclosed-address-07107/home/174480967,GSMLS,3693528,N,Y,40.7663804,-74.1856472
MLS Listing,,Single Family Residential,796 S 15th St,Newark,NJ,7108,229000,4,1.5,Newark,,2374,,8,,,Active,,,http://www.redfin.com/NJ/Newark/796-S-15th-St-07108/home/36273682,NJMLS,21006075,N,Y,40.7266984,-74.2105267
MLS Listing,,Single Family Residential,856 S 13th St,Newark City,NJ,07108-1316,164900,6,3,Clinton Hill,2474,4791,1907,9,67,,Active,,,http://www.redfin.com/NJ/Newark/856-S-13th-St-07108/home/36277536,GSMLS,3693506,N,Y,40.724121,-74.2094994
MLS Listing,,Multi-Family (2-4 Unit),92 Pennington St,Newark City,NJ,07105-1011,669000,5,3,Ironbound,2400,2178,1998,9,279,,Active,,,http://www.redfin.com/NJ/Newark/92-Pennington-St-07105/home/36252465,GSMLS,3693474,N,Y,40.7242382,-74.1729425
MLS Listing,,Single Family Residential,103 Scofield St,Newark City,NJ,07106-3620,379000,4,2.5,Newark City,,3049,1932,9,,,Active,,,http://www.redfin.com/NJ/Newark/103-Schofield-St-07106/home/36296908,GSMLS,3692435,N,Y,40.7378089,-74.2341877
MLS Listing,,Townhouse,38 Carmella Ct,Newark City,NJ,07104-3056,265000,3,2,Newark City,,1742,1999,9,,204,Active,,,http://www.redfin.com/NJ/Newark/38-Carmella-Ct-07104/home/36372787,GSMLS,3693426,N,Y,40.7699708,-74.165302
MLS Listing,,Condo/Co-op,376 Littleton Ave,Newark,NJ,7103,194900,3,1.5,Newark,,,,9,,,Active,,,http://www.redfin.com/NJ/Newark/376-Littleton-Ave-07103/unit-4P/home/165514529,NJMLS,21005954,N,Y,40.7336974,-74.1980483
MLS Listing,,Multi-Family (2-4 Unit),53 N 14th St,East Orange,NJ,7017,350000,6,3,East Orange,,2300,,9,,,Active,,,http://www.redfin.com/NJ/East-Orange/53-N-14th-St-07017/home/36142735,NJMLS,21005953,N,Y,40.757467,-74.1963103
MLS Listing,,Multi-Family (2-4 Unit),24 N 5th St,Newark,NJ,7107,399900,8,3.5,Newark,,2500,,9,,,Active,,,http://www.redfin.com/NJ/Newark/24-N-5th-St-07107/home/36258952,NJMLS,21005948,N,Y,40.7487982,-74.1920451
MLS Listing,,Single Family Residential,81 Merchant St,Newark City,NJ,07105-2715,419999,4,1,Newark City,,2178,1900,9,,,Active,,,http://www.redfin.com/NJ/Newark/81-Merchant-St-07105/home/36265739,GSMLS,3693353,N,Y,40.7269209,-74.1563264
MLS Listing,,Single Family Residential,79 Merchant St,Newark City,NJ,07105-2715,359999,3,1,Newark City,,1742,1892,9,,,Active,,,http://www.redfin.com/NJ/Newark/79-Merchant-St-07105/home/36265740,GSMLS,3693349,N,Y,40.7269853,-74.1562347
MLS Listing,,Townhouse,380 Littleton Ave,Newark,NJ,7103,160000,3,1.5,Newark,,,,9,,,Active,,,http://www.redfin.com/NJ/Newark/380-Littleton-Ave-07103/home/142729993,NJMLS,21005932,N,Y,40.7336119,-74.1981108
MLS Listing,,Multi-Family (2-4 Unit),59 Cutler St,Newark City,NJ,07104-2563,294900,4,3,Newark City,,1742,1890,10,,,Active,,,http://www.redfin.com/NJ/Newark/59-Cutler-St-07104/home/36238059,GSMLS,3693307,N,Y,40.7533742,-74.1754308
MLS Listing,,Multi-Family (2-4 Unit),10-14 NOLL Pl #2,Newark City,NJ,07106-2402,620000,5,3,Vailsburg,,7405,1917,10,,,Active,,,http://www.redfin.com/NJ/Newark/10-Noll-Pl-07106/unit-2/home/174474531,GSMLS,3693306,N,Y,40.7422376,-74.2338917
MLS Listing,,Multi-Family (2-4 Unit),60-62 Napoleon St,Newark City,NJ,07105-3116,849000,5,3,Ironbound,,3484,1900,12,,,Active,,,http://www.redfin.com/NJ/Newark/60-Napoleon-St-07105/home/36255287,GSMLS,3693129,N,Y,40.7231433,-74.1543872
MLS Listing,,Multi-Family (2-4 Unit),96 Garside St,Newark City,NJ,07104-1010,267000,2,2,Newark City,,2613,1900,12,,,Active,,,http://www.redfin.com/NJ/Newark/96-Garside-St-07104/home/36239163,GSMLS,3693014,N,Y,40.7545874,-74.1762334
MLS Listing,,Multi-Family (2-4 Unit),885-887 S 17th St,Newark,NJ,7108,199000,6,3,Newark,,5001,,13,,,Active,,,http://www.redfin.com/NJ/Newark/885-S-17th-St-07108/home/36277318,NJMLS,21005718,N,Y,40.7251358,-74.2136146
MLS Listing,,Multi-Family (2-4 Unit),387 Summer Ave,Newark,NJ,7104,300000,4,2.5,Newark,,,,13,,,Active,,,http://www.redfin.com/NJ/Newark/387-Summer-Ave-07104/home/174464431,NJMLS,21005713,N,Y,40.7648353,-74.1684246
MLS Listing,,Vacant Land,369 Roseville Ave,Newark City,NJ,07107-1721,300000,,,Newark City,,8712,,13,,,Active,,,http://www.redfin.com/NJ/Newark/369-Roseville-Ave-07107/home/165588388,GSMLS,3692946,N,Y,40.7633262,-74.186581
MLS Listing,,Single Family Residential,199-201 16th Ave,Newark,NJ,7103,225000,3,2,Newark,,3206,,13,,,Active,,,http://www.redfin.com/NJ/Newark/199-16th-Ave-07103/home/36235267,NJMLS,21005697,N,Y,40.7361939,-74.2042013
MLS Listing,,Condo/Co-op,902 N 5th St #207,Newark,NJ,7107,220000,2,2,Newark,,,,13,,,Active,,,http://www.redfin.com/NJ/Newark/902-N-5th-St-07107/unit-207/home/146478464,NJMLS,21005677,N,Y,40.7802925,-74.1749813
MLS Listing,,Multi-Family (2-4 Unit),233 N 5th St,Newark,NJ,7107,275000,4,2,Newark,,1660,,13,,,Active,,,http://www.redfin.com/NJ/Newark/233-N-5th-St-07107/home/36261314,NJMLS,21005640,N,Y,40.7558802,-74.1871837
MLS Listing,,Multi-Family (2-4 Unit),221 N 5th St,Newark,NJ,7107,99000,4,4,Newark,,2500,,13,,,Active,,,http://www.redfin.com/NJ/Newark/221-N-5th-St-07107/home/36261312,NJMLS,21005611,N,Y,40.7554891,-74.1874932
MLS Listing,,Multi-Family (2-4 Unit),47-49 MAY St,Newark City,NJ,7104,449900,6,3,North Newark,2776,3049,2010,13,162,,Active,,,http://www.redfin.com/NJ/Newark/47-May-St-07104/home/36372733,GSMLS,3692809,N,Y,40.7672018,-74.1672137
MLS Listing,,Single Family Residential,52 N 9th St,Newark,NJ,7107,255000,4,3,Newark,,1490,,14,,,Active,,,http://www.redfin.com/NJ/Newark/52-N-9th-St-07107/home/36261430,NJMLS,21005585,N,Y,40.7574186,-74.1920337
MLS Listing,,Single Family Residential,132 Heckel St,Belleville,NJ,7109,325000,2,2,Belleville,,4269,,14,,,Active,,,http://www.redfin.com/NJ/Belleville/132-Heckel-St-07109/home/36104318,NJMLS,21005548,N,Y,40.7780564,-74.1823221
MLS Listing,,Multi-Family (2-4 Unit),252 Clinton Pl,Newark,NJ,7112,350000,3,2,Newark,,2330,,14,,,Active,,,http://www.redfin.com/NJ/Newark/252-Clinton-Pl-07112/home/36284762,NJMLS,21005535,N,Y,40.714653,-74.212767
MLS Listing,,Multi-Family (2-4 Unit),250 Clinton Pl,Newark,NJ,7112,350000,6,2,Newark,,2692,,14,,,Active,,,http://www.redfin.com/NJ/Newark/250-Clinton-Pl-07112/home/36284766,NJMLS,21005531,N,Y,40.7146625,-74.2127508
MLS Listing,,Single Family Residential,64 Fairmount Ter,East Orange,NJ,7018,260000,4,3,East Orange,,6242,,14,,,Active,,,http://www.redfin.com/NJ/East-Orange/64-Fairmount-Ter-07018/home/36150122,NJMLS,21005529,N,Y,40.7468313,-74.2232747
MLS Listing,,Single Family Residential,189 N 15th St,Bloomfield,NJ,7003,490000,5,4,Bloomfield,,3498,,14,,,Active,,,http://www.redfin.com/NJ/Bloomfield/189-N-15th-St-07003/home/36105644,NJMLS,21005504,N,Y,40.7726634,-74.1884678
MLS Listing,,Multi-Family (2-4 Unit),834 S 16th St,Newark,NJ,7108,400000,9,3,Newark,,,,14,,,Active,,,http://www.redfin.com/NJ/Newark/834-S-16th-St-07108/home/36273610,NJMLS,21005412,N,Y,40.7263499,-74.2116273
MLS Listing,,Multi-Family (2-4 Unit),84 Roseville Ave,Newark City,NJ,07107-2143,499900,6,4.5,Lower Roseville,,1742,2010,15,,,Active,,,http://www.redfin.com/NJ/Newark/84-Roseville-Ave-07107/home/39925862,GSMLS,3692531,N,Y,40.753465,-74.1919993
MLS Listing,,Multi-Family (2-4 Unit),76 Heckel St,Belleville,NJ,7109,550000,6,3,Belleville,,2500,,15,,,Active,,,http://www.redfin.com/NJ/Belleville/76-Heckel-St-07109/home/36104467,NJMLS,21005356,N,Y,40.7766857,-74.1838356
MLS Listing,,Single Family Residential,145 Alexander St,Newark,NJ,7106,249900,4,1.5,Newark,,,,15,,,Active,,,http://www.redfin.com/NJ/Newark/145-Alexander-St-07106/home/36296187,NJMLS,21005337,N,Y,40.741129,-74.2270462
MLS Listing,,Single Family Residential,142 Summer Ave,Newark City,NJ,07104-1903,220000,3,1.5,Newark City,,1742,1897,15,,,Active,,,http://www.redfin.com/NJ/Newark/142-Summer-Ave-07104/home/36238803,GSMLS,3692490,N,Y,40.755846,-74.1735044
MLS Listing,,Single Family Residential,33 Leslie St,Newark City,NJ,07108-1009,329900,6,2.5,Newark City,,4791,1904,15,,,Active,,,http://www.redfin.com/NJ/Newark/33-Leslie-St-07108/home/36281888,GSMLS,3692481,N,Y,40.7219713,-74.2139853
MLS Listing,,Multi-Family (2-4 Unit),167-169 Astor St,Newark,NJ,7114,664000,6,5,Newark,,,,15,,,Active,,,http://www.redfin.com/NJ/Newark/167-Astor-St-07114/home/36061521,NJMLS,21005330,N,Y,40.720268,-74.177054
MLS Listing,,Multi-Family (2-4 Unit),789 S 17th St,Newark,NJ,7103,375000,6,3,Newark,,2500,,15,,,Active,,,http://www.redfin.com/NJ/Newark/789-S-17th-St-07103/home/36272049,NJMLS,21005322,N,Y,40.7284749,-74.2121755
